[2026-08-19 20:48:13] [INFO    ] discord.client: logging in using static token
[2026-08-19 20:53:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:53:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:54:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:54:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:55:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:55:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:55:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:55:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:56:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:56:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
